"Time (s) Run #1";"Current (A) Run #1";"Temperature (°C) Run #1";"ΔT (°C) Run #1";"ΔE₁ (J) Run #1";"ΔE (J) Run #1"
253,800;0,287;25,06;1,05;0,08;291,45
253,900;0,426;25,05;1,04;0,18;291,63
254,000;0,138;25,05;1,04;0,02;291,65
254,100;0,378;25,05;1,04;0,14;291,79
254,200;0,305;25,05;1,04;0,09;291,89
254,300;0,307;25,07;1,06;0,09;291,98
254,400;0,349;25,05;1,04;0,12;292,10
254,500;0,250;25,08;1,07;0,06;292,17
254,600;0,458;25,07;1,06;0,21;292,38
254,700;0,167;25,05;1,04;0,03;292,40
254,800;0,219;25,05;1,04;0,05;292,45
254,900;0,383;25,06;1,05;0,15;292,60
255,000;0,053;25,07;1,06;0,00;292,60
255,100;0,050;25,06;1,05;0,00;292,60
255,200;0,025;25,07;1,06;6,11E-4;292,60
255,300;-6,281E-5;25,05;1,04;3,94E-9;292,60
255,400;-6,281E-5;25,06;1,05;3,94E-9;292,60
255,500;-9,421E-5;25,07;1,06;8,88E-9;292,60
255,600;-0,002;25,05;1,04;3,43E-6;292,60
255,700;-0,027;25,05;1,04;7,31E-4;292,61
255,800;-9,421E-5;25,06;1,05;8,88E-9;292,61
255,900;-9,421E-5;25,06;1,05;8,88E-9;292,61
256,000;-0,004;25,07;1,06;1,72E-5;292,61
256,100;-3,140E-5;25,07;1,06;9,86E-10;292,61
256,200;0,006;25,06;1,05;3,05E-5;292,61
256,300;-9,421E-5;25,07;1,06;8,88E-9;292,61
256,400;-6,281E-5;25,06;1,05;3,94E-9;292,61
256,500;-0,017;25,07;1,06;2,88E-4;292,61
256,600;-0,026;25,07;1,06;6,65E-4;292,61
256,700;0,007;25,09;1,08;4,86E-5;292,61
256,800;0,057;25,08;1,07;0,00;292,61
256,900;0,010;25,06;1,05;1,01E-4;292,61
257,000;-3,140E-5;25,06;1,05;9,86E-10;292,61
257,100;-6,281E-5;25,08;1,07;3,94E-9;292,61
257,200;0,017;25,07;1,06;2,98E-4;292,61
257,300;0,021;25,08;1,07;4,36E-4;292,61
257,400;-6,281E-5;25,08;1,07;3,94E-9;292,61
257,500;-0,003;25,06;1,05;1,11E-5;292,61
257,600;-0,032;25,08;1,07;0,00;292,61
257,700;-0,031;25,08;1,07;9,65E-4;292,61
257,800;-9,421E-5;25,08;1,07;8,88E-9;292,61
257,900;-0,038;25,07;1,06;0,00;292,61
258,000;-0,037;25,09;1,08;0,00;292,62
258,100;-0,035;25,07;1,06;0,00;292,62
258,200;-0,128;25,08;1,07;0,02;292,63
258,300;-0,224;25,08;1,07;0,05;292,68
258,400;-0,287;25,07;1,06;0,08;292,77
258,500;-0,362;25,08;1,07;0,13;292,90
258,600;-0,318;25,08;1,07;0,10;293,00
258,700;-0,161;25,09;1,08;0,03;293,02
258,800;-0,036;25,08;1,07;0,00;293,03
258,900;0,109;25,07;1,06;0,01;293,04
259,000;0,262;25,07;1,06;0,07;293,11
259,100;0,237;25,08;1,07;0,06;293,16
259,200;0,329;25,08;1,07;0,11;293,27
259,300;0,458;25,08;1,07;0,21;293,48
259,400;0,412;25,09;1,08;0,17;293,65
259,500;0,316;25,08;1,07;0,10;293,75
259,600;0,309;25,08;1,07;0,10;293,84
259,700;0,516;25,08;1,07;0,27;294,11
259,800;0,375;25,08;1,07;0,14;294,25
259,900;0,323;25,09;1,08;0,10;294,36
260,000;0,375;25,07;1,06;0,14;294,50
260,100;0,472;25,08;1,07;0,22;294,72
260,200;0,344;25,08;1,07;0,12;294,84
260,300;0,309;25,08;1,07;0,10;294,93
260,400;0,403;25,09;1,08;0,16;295,09
260,500;0,492;25,07;1,06;0,24;295,34
260,600;0,266;25,09;1,08;0,07;295,41
260,700;0,337;25,08;1,07;0,11;295,52
260,800;0,408;25,08;1,07;0,17;295,69
260,900;0,463;25,10;1,09;0,21;295,90
261,000;0,317;25,10;1,09;0,10;296,00
261,100;0,336;25,08;1,07;0,11;296,12
261,200;0,435;25,08;1,07;0,19;296,30
261,300;0,437;25,07;1,06;0,19;296,50
261,400;0,309;25,08;1,07;0,10;296,59
261,500;0,286;25,08;1,07;0,08;296,67
261,600;0,460;25,10;1,09;0,21;296,88
261,700;0,400;25,08;1,07;0,16;297,04
261,800;0,329;25,07;1,06;0,11;297,15
261,900;0,300;25,10;1,09;0,09;297,24
262,000;0,471;25,08;1,07;0,22;297,47
262,100;0,415;25,08;1,07;0,17;297,64
262,200;0,351;25,10;1,09;0,12;297,76
262,300;0,258;25,10;1,09;0,07;297,83
262,400;0,477;25,09;1,08;0,23;298,05
262,500;0,400;25,09;1,08;0,16;298,21
262,600;0,327;25,09;1,08;0,11;298,32
262,700;0,259;25,08;1,07;0,07;298,39
262,800;0,493;25,09;1,08;0,24;298,63
262,900;0,391;25,10;1,09;0,15;298,79
263,000;0,322;25,10;1,09;0,10;298,89
263,100;0,251;25,09;1,08;0,06;298,95
263,200;0,447;25,12;1,10;0,20;299,15
263,300;0,433;25,10;1,09;0,19;299,34
263,400;0,313;25,10;1,09;0,10;299,44
263,500;0,222;25,10;1,09;0,05;299,49
263,600;0,479;25,09;1,08;0,23;299,72
263,700;0,422;25,10;1,09;0,18;299,89
263,800;0,335;25,10;1,09;0,11;300,01
263,900;0,275;25,10;1,09;0,08;300,08
264,000;0,458;25,07;1,06;0,21;300,29
264,100;0,406;25,09;1,08;0,16;300,46
264,200;0,302;25,13;1,12;0,09;300,55
264,300;0,275;25,12;1,10;0,08;300,62
264,400;0,407;25,09;1,08;0,17;300,79
264,500;0,461;25,10;1,09;0,21;301,00
264,600;0,328;25,09;1,08;0,11;301,11
264,700;0,248;25,12;1,10;0,06;301,17
264,800;0,355;25,12;1,10;0,13;301,30
264,900;0,480;25,12;1,10;0,23;301,53
265,000;0,281;25,12;1,10;0,08;301,61
265,100;0,270;25,10;1,09;0,07;301,68
265,200;0,280;25,10;1,09;0,08;301,76
265,300;0,481;25,13;1,12;0,23;301,99
265,400;0,279;25,12;1,10;0,08;302,07
265,500;0,346;25,12;1,10;0,12;302,19
265,600;0,236;25,10;1,09;0,06;302,24
265,700;0,439;25,10;1,09;0,19;302,43
265,800;0,455;25,12;1,10;0,21;302,64
265,900;0,334;25,12;1,10;0,11;302,75
266,000;0,202;25,10;1,09;0,04;302,79
266,100;0,375;25,12;1,10;0,14;302,93
266,200;0,480;25,12;1,10;0,23;303,16
266,300;0,319;25,12;1,10;0,10;303,27
266,400;0,235;25,12;1,10;0,06;303,32
266,500;0,262;25,10;1,09;0,07;303,39
266,600;0,479;25,13;1,12;0,23;303,62
266,700;0,320;25,12;1,10;0,10;303,72
266,800;0,280;25,14;1,13;0,08;303,80
266,900;0,241;25,13;1,12;0,06;303,86
267,000;0,262;25,12;1,10;0,07;303,93
267,100;0,437;25,13;1,12;0,19;304,12
267,200;0,243;25,14;1,13;0,06;304,18
267,300;0,209;25,12;1,10;0,04;304,22
267,400;0,250;25,14;1,13;0,06;304,28
267,500;0,341;25,12;1,10;0,12;304,40
267,600;0,486;25,14;1,13;0,24;304,64
267,700;0,341;25,12;1,10;0,12;304,75
267,800;0,230;25,12;1,10;0,05;304,81
267,900;0,237;25,12;1,10;0,06;304,86
268,000;0,449;25,14;1,13;0,20;305,06
268,100;0,398;25,14;1,13;0,16;305,22
268,200;0,294;25,15;1,14;0,09;305,31
268,300;0,177;25,14;1,13;0,03;305,34
268,400;0,273;25,14;1,13;0,07;305,42
268,500;0,477;25,13;1,12;0,23;305,64
268,600;0,291;25,12;1,10;0,08;305,73
268,700;0,249;25,14;1,13;0,06;305,79
268,800;0,309;25,13;1,12;0,10;305,88
268,900;0,480;25,13;1,12;0,23;306,11
269,000;0,389;25,14;1,13;0,15;306,27
269,100;0,258;25,14;1,13;0,07;306,33
269,200;0,214;25,14;1,13;0,05;306,38
269,300;0,380;25,13;1,12;0,14;306,52
269,400;0,502;25,14;1,13;0,25;306,78
269,500;0,296;25,14;1,13;0,09;306,86
269,600;0,200;25,13;1,12;0,04;306,90
269,700;0,240;25,12;1,10;0,06;306,96
269,800;0,483;25,14;1,13;0,23;307,19
269,900;0,334;25,15;1,14;0,11;307,31
270,000;0,264;25,14;1,13;0,07;307,38
270,100;0,184;25,14;1,13;0,03;307,41
270,200;0,197;25,14;1,13;0,04;307,45
270,300;0,377;25,14;1,13;0,14;307,59
270,400;0,398;25,16;1,15;0,16;307,75
270,500;0,278;25,16;1,15;0,08;307,83
270,600;0,288;25,17;1,16;0,08;307,91
270,700;0,328;25,14;1,13;0,11;308,02
270,800;0,487;25,14;1,13;0,24;308,25
270,900;0,335;25,14;1,13;0,11;308,37
271,000;0,246;25,14;1,13;0,06;308,43
271,100;0,213;25,14;1,13;0,05;308,47
271,200;0,337;25,14;1,13;0,11;308,58
271,300;0,510;25,15;1,14;0,26;308,84
271,400;0,287;25,15;1,14;0,08;308,93
271,500;0,229;25,14;1,13;0,05;308,98
271,600;0,286;25,14;1,13;0,08;309,06
271,700;0,501;25,14;1,13;0,25;309,31
271,800;0,328;25,16;1,15;0,11;309,42
271,900;0,248;25,16;1,15;0,06;309,48
272,000;0,150;25,15;1,14;0,02;309,50
272,100;0,286;25,15;1,14;0,08;309,59
272,200;0,429;25,15;1,14;0,18;309,77
272,300;0,255;25,18;1,17;0,07;309,83
272,400;0,288;25,15;1,14;0,08;309,92
272,500;0,254;25,16;1,15;0,06;309,98
272,600;0,354;25,14;1,13;0,13;310,11
272,700;0,467;25,15;1,14;0,22;310,33
272,800;0,313;25,16;1,15;0,10;310,42
272,900;0,261;25,14;1,13;0,07;310,49
273,000;0,269;25,16;1,15;0,07;310,56
273,100;0,342;25,16;1,15;0,12;310,68
273,200;0,264;25,15;1,14;0,07;310,75
273,300;0,002;25,15;1,14;2,56E-6;310,75
273,400;-4,396E-4;25,15;1,14;1,93E-7;310,75
273,500;0,120;25,14;1,13;0,01;310,76
273,600;0,229;25,16;1,15;0,05;310,82
273,700;0,312;25,16;1,15;0,10;310,91
273,800;0,382;25,15;1,14;0,15;311,06
273,900;0,503;25,14;1,13;0,25;311,31
274,000;0,344;25,15;1,14;0,12;311,43
274,100;0,308;25,15;1,14;0,09;311,53
274,200;0,448;25,16;1,15;0,20;311,73
274,300;0,432;25,17;1,16;0,19;311,91
274,400;0,273;25,17;1,16;0,07;311,99
274,500;0,298;25,16;1,15;0,09;312,08
274,600;0,426;25,15;1,14;0,18;312,26
274,700;0,447;25,18;1,17;0,20;312,46
274,800;0,318;25,16;1,15;0,10;312,56
274,900;0,230;25,18;1,17;0,05;312,61
275,000;0,339;25,16;1,15;0,11;312,73
275,100;0,434;25,16;1,15;0,19;312,92
275,200;0,343;25,16;1,15;0,12;313,03
275,300;0,267;25,16;1,15;0,07;313,11
275,400;0,289;25,17;1,16;0,08;313,19
275,500;0,500;25,16;1,15;0,25;313,44
275,600;0,416;25,18;1,17;0,17;313,61
275,700;0,234;25,17;1,16;0,05;313,67
275,800;0,233;25,16;1,15;0,05;313,72
275,900;0,335;25,17;1,16;0,11;313,83
276,000;0,405;25,18;1,17;0,16;314,00
276,100;0,247;25,18;1,17;0,06;314,06
276,200;0,294;25,15;1,14;0,09;314,14
276,300;0,435;25,17;1,16;0,19;314,33
276,400;0,483;25,18;1,17;0,23;314,57
276,500;0,354;25,18;1,17;0,13;314,69
276,600;0,266;25,18;1,17;0,07;314,76
276,700;0,325;25,16;1,15;0,11;314,87
276,800;0,496;25,16;1,15;0,25;315,11
276,900;0,364;25,17;1,16;0,13;315,25
277,000;0,222;25,16;1,15;0,05;315,30
277,100;0,277;25,16;1,15;0,08;315,37
277,200;0,462;25,18;1,17;0,21;315,59
277,300;0,472;25,18;1,17;0,22;315,81
277,400;0,224;25,17;1,16;0,05;315,86
277,500;0,265;25,18;1,17;0,07;315,93
277,600;0,473;25,19;1,18;0,22;316,15
277,700;0,468;25,18;1,17;0,22;316,37
277,800;0,231;25,18;1,17;0,05;316,43
277,900;0,250;25,20;1,19;0,06;316,49
278,000;0,436;25,16;1,15;0,19;316,68
278,100;0,479;25,18;1,17;0,23;316,91
278,200;0,274;25,19;1,18;0,08;316,98
278,300;0,238;25,17;1,16;0,06;317,04
278,400;0,424;25,17;1,16;0,18;317,22
278,500;0,462;25,18;1,17;0,21;317,43
278,600;0,330;25,16;1,15;0,11;317,54
278,700;0,261;25,18;1,17;0,07;317,61
278,800;0,410;25,17;1,16;0,17;317,78
278,900;0,481;25,18;1,17;0,23;318,01
279,000;0,313;25,17;1,16;0,10;318,11
279,100;0,257;25,19;1,18;0,07;318,17
279,200;0,419;25,18;1,17;0,18;318,35
279,300;0,478;25,20;1,19;0,23;318,58
279,400;0,319;25,19;1,18;0,10;318,68
279,500;0,246;25,18;1,17;0,06;318,74
279,600;0,410;25,19;1,18;0,17;318,91
279,700;0,479;25,18;1,17;0,23;319,14
279,800;0,278;25,18;1,17;0,08;319,21
279,900;0,287;25,20;1,19;0,08;319,30
280,000;0,450;25,20;1,19;0,20;319,50
280,100;0,470;25,19;1,18;0,22;319,72
280,200;0,305;25,20;1,19;0,09;319,81
280,300;0,254;25,18;1,17;0,06;319,88
280,400;0,444;25,18;1,17;0,20;320,08
280,500;0,464;25,20;1,19;0,22;320,29
280,600;0,312;25,18;1,17;0,10;320,39
280,700;0,217;25,19;1,18;0,05;320,44
280,800;0,358;25,19;1,18;0,13;320,56
280,900;0,507;25,19;1,18;0,26;320,82
281,000;0,349;25,19;1,18;0,12;320,94
281,100;0,272;25,18;1,17;0,07;321,02
281,200;0,376;25,21;1,20;0,14;321,16
281,300;0,469;25,18;1,17;0,22;321,38
281,400;0,331;25,20;1,19;0,11;321,49
281,500;0,245;25,19;1,18;0,06;321,55
281,600;0,350;25,20;1,19;0,12;321,67
281,700;0,489;25,20;1,19;0,24;321,91
281,800;0,362;25,20;1,19;0,13;322,04
281,900;0,246;25,18;1,17;0,06;322,10
282,000;0,351;25,20;1,19;0,12;322,23
282,100;0,489;25,20;1,19;0,24;322,46
282,200;0,330;25,20;1,19;0,11;322,57
282,300;0,257;25,22;1,21;0,07;322,64
282,400;0,307;25,19;1,18;0,09;322,73
282,500;0,486;25,18;1,17;0,24;322,97
282,600;0,386;25,21;1,20;0,15;323,12
282,700;0,252;25,21;1,20;0,06;323,18
282,800;0,283;25,18;1,17;0,08;323,26
282,900;0,459;25,21;1,20;0,21;323,47
283,000;0,441;25,20;1,19;0,19;323,67
283,100;0,269;25,21;1,20;0,07;323,74
283,200;0,312;25,21;1,20;0,10;323,84
283,300;0,445;25,20;1,19;0,20;324,04
283,400;0,444;25,21;1,20;0,20;324,23
283,500;0,282;25,21;1,20;0,08;324,31
283,600;0,258;25,21;1,20;0,07;324,38
283,700;0,489;25,23;1,22;0,24;324,62
283,800;0,393;25,21;1,20;0,15;324,77
283,900;0,297;25,20;1,19;0,09;324,86
284,000;0,267;25,21;1,20;0,07;324,93
284,100;0,422;25,20;1,19;0,18;325,11
284,200;0,439;25,23;1,22;0,19;325,30
284,300;0,340;25,21;1,20;0,12;325,42
284,400;0,240;25,22;1,21;0,06;325,48
284,500;0,425;25,22;1,21;0,18;325,66
284,600;0,470;25,22;1,21;0,22;325,88
284,700;0,328;25,22;1,21;0,11;325,98
284,800;0,256;25,22;1,21;0,07;326,05
284,900;0,365;25,20;1,19;0,13;326,18
285,000;0,476;25,21;1,20;0,23;326,41
285,100;0,355;25,21;1,20;0,13;326,53
285,200;0,242;25,22;1,21;0,06;326,59
285,300;0,384;25,22;1,21;0,15;326,74
285,400;0,456;25,21;1,20;0,21;326,95
285,500;0,358;25,21;1,20;0,13;327,08
285,600;0,262;25,20;1,19;0,07;327,14
285,700;0,360;25,20;1,19;0,13;327,27
285,800;0,489;25,22;1,21;0,24;327,51
285,900;0,355;25,23;1,22;0,13;327,64
286,000;0,222;25,21;1,20;0,05;327,69
286,100;0,288;25,21;1,20;0,08;327,77
286,200;0,437;25,21;1,20;0,19;327,96
286,300;0,449;25,21;1,20;0,20;328,17
286,400;0,225;25,22;1,21;0,05;328,22
286,500;0,337;25,22;1,21;0,11;328,33
286,600;0,467;25,22;1,21;0,22;328,55
286,700;0,404;25,22;1,21;0,16;328,71
286,800;0,293;25,22;1,21;0,09;328,80
286,900;0,288;25,23;1,22;0,08;328,88
287,000;0,438;25,24;1,23;0,19;329,07
287,100;0,453;25,22;1,21;0,21;329,28
287,200;0,293;25,24;1,23;0,09;329,36
287,300;0,329;25,21;1,20;0,11;329,47
287,400;0,499;25,23;1,22;0,25;329,72
287,500;0,410;25,23;1,22;0,17;329,89
287,600;0,258;25,22;1,21;0,07;329,95
287,700;0,371;25,21;1,20;0,14;330,09
287,800;0,517;25,23;1,22;0,27;330,36
287,900;0,378;25,23;1,22;0,14;330,50
288,000;0,300;25,23;1,22;0,09;330,59
288,100;0,372;25,23;1,22;0,14;330,73
288,200;0,520;25,21;1,20;0,27;331,00
288,300;0,310;25,24;1,23;0,10;331,10
288,400;0,315;25,23;1,22;0,10;331,20
288,500;0,481;25,22;1,21;0,23;331,43
288,600;0,471;25,24;1,23;0,22;331,65
288,700;0,275;25,23;1,22;0,08;331,73
288,800;0,341;25,23;1,22;0,12;331,84
288,900;0,488;25,23;1,22;0,24;332,08
289,000;0,447;25,22;1,21;0,20;332,28
289,100;0,288;25,22;1,21;0,08;332,36
289,200;0,333;25,22;1,21;0,11;332,47
289,300;0,485;25,23;1,22;0,24;332,71
289,400;0,447;25,23;1,22;0,20;332,91
289,500;0,300;25,21;1,20;0,09;333,00
289,600;0,390;25,24;1,23;0,15;333,15
289,700;0,477;25,22;1,21;0,23;333,38
289,800;0,350;25,23;1,22;0,12;333,50
289,900;0,318;25,23;1,22;0,10;333,60
290,000;0,428;25,21;1,20;0,18;333,79
290,100;0,479;25,23;1,22;0,23;334,02
290,200;0,328;25,24;1,23;0,11;334,12
290,300;0,314;25,27;1,25;0,10;334,22
290,400;0,481;25,22;1,21;0,23;334,45
290,500;0,442;25,25;1,24;0,20;334,65
290,600;0,332;25,24;1,23;0,11;334,76
290,700;0,376;25,23;1,22;0,14;334,90
290,800;0,486;25,23;1,22;0,24;335,14
290,900;0,381;25,27;1,25;0,15;335,28
291,000;0,303;25,24;1,23;0,09;335,37
291,100;0,390;25,24;1,23;0,15;335,53
291,200;0,488;25,23;1,22;0,24;335,76
291,300;0,205;25,23;1,22;0,04;335,81
291,400;0,329;25,22;1,21;0,11;335,91
291,500;0,198;25,25;1,24;0,04;335,95
291,600;0,423;25,25;1,24;0,18;336,13
291,700;0,447;25,24;1,23;0,20;336,33
291,800;0,333;25,25;1,24;0,11;336,44
291,900;0,346;25,27;1,25;0,12;336,56
292,000;0,515;25,24;1,23;0,27;336,83
292,100;0,386;25,24;1,23;0,15;336,98
292,200;0,291;25,23;1,22;0,08;337,06
292,300;0,299;25,27;1,25;0,09;337,15
292,400;0,159;25,24;1,23;0,03;337,18
292,500;0,038;25,27;1,25;0,00;337,18
292,600;-1,256E-4;25,25;1,24;1,58E-8;337,18
292,700;-3,140E-5;25,27;1,25;9,86E-10;337,18
292,800;-3,140E-5;25,24;1,23;9,86E-10;337,18
292,900;-6,281E-5;25,27;1,25;3,94E-9;337,18
293,000;-9,421E-5;25,25;1,24;8,88E-9;337,18
293,100;-3,140E-5;25,25;1,24;9,86E-10;337,18
293,200;-1,256E-4;25,27;1,25;1,58E-8;337,18
293,300;-9,421E-5;25,24;1,23;8,88E-9;337,18
293,400;-6,281E-5;25,27;1,25;3,94E-9;337,18
293,500;-3,140E-5;25,25;1,24;9,86E-10;337,18
293,600;-9,421E-5;25,25;1,24;8,88E-9;337,18
293,700;-9,421E-5;25,27;1,25;8,88E-9;337,18
293,800;0,004;25,28;1,27;2,02E-5;337,18
293,900;0,047;25,25;1,24;0,00;337,18
294,000;0,074;25,27;1,25;0,01;337,19
294,100;0,018;25,27;1,25;3,13E-4;337,19
294,200;0,086;25,25;1,24;0,01;337,19
294,300;0,062;25,25;1,24;0,00;337,20
294,400;0,087;25,28;1,27;0,01;337,20
294,500;0,223;25,27;1,25;0,05;337,25
294,600;0,360;25,27;1,25;0,13;337,38
294,700;0,344;25,27;1,25;0,12;337,50
294,800;0,399;25,29;1,28;0,16;337,66
294,900;0,293;25,25;1,24;0,09;337,75
295,000;0,237;25,27;1,25;0,06;337,80
295,100;0,439;25,27;1,25;0,19;338,00
295,200;0,389;25,29;1,28;0,15;338,15
295,300;0,400;25,28;1,27;0,16;338,31
295,400;0,191;25,27;1,25;0,04;338,34
295,500;0,400;25,25;1,24;0,16;338,50
295,600;0,357;25,28;1,27;0,13;338,63
295,700;0,443;25,25;1,24;0,20;338,83
295,800;0,187;25,27;1,25;0,04;338,86
295,900;0,375;25,28;1,27;0,14;339,00
296,000;0,351;25,27;1,25;0,12;339,13
296,100;0,453;25,28;1,27;0,20;339,33
296,200;0,240;25,29;1,28;0,06;339,39
296,300;0,344;25,27;1,25;0,12;339,51
296,400;0,431;25,27;1,25;0,19;339,69
296,500;0,331;25,27;1,25;0,11;339,80
296,600;0,343;25,28;1,27;0,12;339,92
296,700;0,266;25,27;1,25;0,07;339,99
296,800;0,414;25,27;1,25;0,17;340,16
296,900;0,229;25,28;1,27;0,05;340,21
297,000;0,021;25,28;1,27;4,28E-4;340,21
297,100;-6,281E-5;25,28;1,27;3,94E-9;340,21
297,200;-0,003;25,28;1,27;1,01E-5;340,21
297,300;-9,421E-5;25,27;1,25;8,88E-9;340,21
297,400;-6,281E-5;25,29;1,28;3,94E-9;340,21
297,500;-9,421E-5;25,28;1,27;8,88E-9;340,21
297,600;-9,421E-5;25,29;1,28;8,88E-9;340,21
297,700;0,000;25,29;1,28;0,00;340,21
297,800;-1,256E-4;25,28;1,27;1,58E-8;340,21
297,900;-9,421E-5;25,28;1,27;8,88E-9;340,21
298,000;-6,281E-5;25,28;1,27;3,94E-9;340,21
298,100;-6,281E-5;25,29;1,28;3,94E-9;340,21
298,200;-9,421E-5;25,29;1,28;8,88E-9;340,21
298,300;-9,421E-5;25,30;1,29;8,88E-9;340,21
298,400;-1,884E-4;25,30;1,29;3,55E-8;340,21
298,500;-1,256E-4;25,28;1,27;1,58E-8;340,21
298,600;-9,421E-5;25,28;1,27;8,88E-9;340,21
298,700;-6,281E-5;25,29;1,28;3,94E-9;340,21
298,800;-6,281E-5;25,29;1,28;3,94E-9;340,21
298,900;-6,281E-5;25,29;1,28;3,94E-9;340,21
299,000;-9,421E-5;25,28;1,27;8,88E-9;340,21
299,100;0,003;25,30;1,29;7,64E-6;340,21
299,200;-9,421E-5;25,29;1,28;8,88E-9;340,21
299,300;0,002;25,29;1,28;2,37E-6;340,21
299,400;0,226;25,30;1,29;0,05;340,27
299,500;0,298;25,30;1,29;0,09;340,35
299,600;0,262;25,28;1,27;0,07;340,42
299,700;0,311;25,30;1,29;0,10;340,52
299,800;0,297;25,29;1,28;0,09;340,61
299,900;0,286;25,29;1,28;0,08;340,69
300,000;0,320;25,28;1,27;0,10;340,79
300,100;0,272;25,30;1,29;0,07;340,87
300,200;0,468;25,30;1,29;0,22;341,09
300,300;0,361;25,30;1,29;0,13;341,22
300,400;0,300;25,30;1,29;0,09;341,31
300,500;0,230;25,31;1,30;0,05;341,36
300,600;0,407;25,31;1,30;0,17;341,53
300,700;0,203;25,30;1,29;0,04;341,57
300,800;0,290;25,30;1,29;0,08;341,65
300,900;0,359;25,32;1,31;0,13;341,78
301,000;0,196;25,30;1,29;0,04;341,82
301,100;0,174;25,31;1,30;0,03;341,85
301,200;0,029;25,30;1,29;8,47E-4;341,85
301,300;-9,421E-5;25,30;1,29;8,88E-9;341,85
301,400;-1,256E-4;25,31;1,30;1,58E-8;341,85
301,500;-9,421E-5;25,30;1,29;8,88E-9;341,85
301,600;-6,281E-5;25,31;1,30;3,94E-9;341,85
301,700;-9,421E-5;25,31;1,30;8,88E-9;341,85
301,800;-6,281E-5;25,30;1,29;3,94E-9;341,85
301,900;-0,007;25,30;1,29;4,69E-5;341,85
302,000;9,421E-5;25,29;1,28;8,88E-9;341,85
302,100;0,080;25,31;1,30;0,01;341,85
302,200;0,356;25,32;1,31;0,13;341,98
302,300;0,372;25,30;1,29;0,14;342,12
302,400;0,347;25,31;1,30;0,12;342,24
302,500;0,302;25,31;1,30;0,09;342,33
302,600;0,496;25,31;1,30;0,25;342,58
302,700;0,375;25,30;1,29;0,14;342,72
302,800;0,343;25,30;1,29;0,12;342,84
302,900;0,370;25,30;1,29;0,14;342,97
303,000;0,460;25,32;1,31;0,21;343,18
303,100;0,432;25,31;1,30;0,19;343,37
303,200;0,266;25,31;1,30;0,07;343,44
303,300;0,407;25,31;1,30;0,17;343,61
303,400;0,435;25,30;1,29;0,19;343,80
303,500;0,402;25,32;1,31;0,16;343,96
303,600;0,332;25,30;1,29;0,11;344,07
303,700;0,467;25,31;1,30;0,22;344,29
303,800;0,396;25,31;1,30;0,16;344,44
303,900;0,331;25,32;1,31;0,11;344,55
304,000;0,401;25,30;1,29;0,16;344,71
304,100;0,443;25,30;1,29;0,20;344,91
304,200;0,391;25,33;1,32;0,15;345,06
304,300;0,347;25,31;1,30;0,12;345,18
304,400;0,427;25,31;1,30;0,18;345,37
304,500;0,382;25,31;1,30;0,15;345,51
304,600;0,401;25,30;1,29;0,16;345,67
304,700;0,396;25,33;1,32;0,16;345,83
304,800;0,466;25,32;1,31;0,22;346,05
304,900;0,370;25,33;1,32;0,14;346,18
305,000;0,367;25,32;1,31;0,13;346,32
305,100;0,468;25,33;1,32;0,22;346,54
305,200;0,363;25,32;1,31;0,13;346,67
305,300;0,506;25,33;1,32;0,26;346,92
305,400;0,353;25,32;1,31;0,12;347,05
305,500;0,426;25,31;1,30;0,18;347,23
305,600;0,387;25,31;1,30;0,15;347,38
305,700;0,392;25,33;1,32;0,15;347,53
305,800;0,429;25,33;1,32;0,18;347,72
305,900;0,373;25,32;1,31;0,14;347,86
306,000;0,428;25,32;1,31;0,18;348,04
306,100;0,356;25,32;1,31;0,13;348,17
306,200;0,470;25,33;1,32;0,22;348,39
306,300;0,302;25,32;1,31;0,09;348,48
306,400;0,438;25,32;1,31;0,19;348,67
306,500;0,389;25,33;1,32;0,15;348,82
306,600;0,465;25,31;1,30;0,22;349,04
306,700;0,365;25,32;1,31;0,13;349,17
306,800;0,374;25,33;1,32;0,14;349,31
306,900;0,474;25,33;1,32;0,22;349,54
307,000;0,390;25,32;1,31;0,15;349,69
307,100;0,444;25,31;1,30;0,20;349,89
307,200;0,239;25,32;1,31;0,06;349,94
307,300;0,460;25,32;1,31;0,21;350,16
307,400;0,361;25,31;1,30;0,13;350,29
307,500;0,479;25,33;1,32;0,23;350,52
307,600;0,384;25,33;1,32;0,15;350,66
307,700;0,416;25,32;1,31;0,17;350,84
307,800;0,382;25,32;1,31;0,15;350,98
307,900;0,364;25,33;1,32;0,13;351,11
308,000;0,434;25,36;1,35;0,19;351,30
308,100;0,386;25,35;1,34;0,15;351,45
308,200;0,442;25,32;1,31;0,20;351,65
308,300;0,397;25,33;1,32;0,16;351,80
308,400;0,277;25,33;1,32;0,08;351,88
308,500;0,352;25,35;1,34;0,12;352,01
308,600;0,523;25,33;1,32;0,27;352,28
308,700;0,060;25,34;1,33;0,00;352,28
308,800;0,316;25,33;1,32;0,10;352,38
308,900;0,464;25,34;1,33;0,22;352,60
309,000;0,359;25,35;1,34;0,13;352,73
309,100;0,461;25,34;1,33;0,21;352,94
309,200;0,392;25,36;1,35;0,15;353,09
309,300;0,341;25,36;1,35;0,12;353,21
309,400;0,356;25,35;1,34;0,13;353,34
309,500;0,413;25,33;1,32;0,17;353,51
309,600;0,393;25,33;1,32;0,15;353,66
309,700;0,338;25,34;1,33;0,11;353,77
309,800;0,511;25,32;1,31;0,26;354,04
